bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1367086,966635,2020-05-26,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1367087,960369,2020-05-24,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1367087,960370,2020-05-26,Senate,"Senate Housing, Construction and Community Development Committee Vote",11,0,0,0,11
1367087,961481,2020-05-28,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1367087,961482,2020-05-28,Assembly,"Assembly Floor Vote - Final Passage",133,10,0,4,147
1367087,966431,2020-05-26,Senate,"Senate Finance Committee Vote",22,1,0,0,23
1367088,961080,2020-05-28,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules Correction Date:05/28/2020",31,1,0,3,35
1367088,962243,2020-05-28,Assembly,"Assembly Floor Vote - Final Passage",98,45,0,4,147
1367088,962244,2020-05-28,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules Correction Date:05/28/2020",31,1,0,3,35
1367089,960586,2020-05-27,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,1,2,35
1367089,960954,2020-05-27,Assembly,"Assembly Rules Committee: Favorable",28,1,0,2,31
1367095,972941,2020-07-20,Senate,"Senate Children and Families Committee Vote",7,0,0,0,7
1367095,973886,2020-07-21,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1367095,973887,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1367719,961452,2020-05-29,Assembly,"Assembly Floor Vote - Final Passage",142,1,0,4,147
1367719,961665,2020-05-28,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1367719,966641,2020-05-28,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1367723,961454,2020-05-29,Assembly,"Assembly Floor Vote - Final Passage",99,44,0,4,147
1367723,961554,2020-05-28,Senate,"Senate Floor Vote - Final Passage",57,4,0,1,62
1367723,966240,2020-05-28,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1367724,961508,2020-05-29,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1367724,961509,2020-05-29,Assembly,"Assembly Rules Committee: Favorable",20,6,0,5,31
1367724,961510,2020-05-29,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",29,0,0,6,35
1367726,961471,2020-05-29,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1367726,961472,2020-05-29,Assembly,"Assembly Rules Committee: Favorable",20,6,0,5,31
1367726,961473,2020-05-29,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",28,1,0,6,35
1367727,970825,2020-07-13,Assembly,"Assembly Banks Committee: Favorable refer to committee Codes",23,6,0,2,31
1367727,971746,2020-07-17,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",21,0,0,1,22
1367727,972868,2020-07-22,Assembly,"Assembly Rules Committee: Favorable",22,7,0,1,30
1367740,963802,2020-06-09,Assembly,"Assembly Rules Committee: Favorable",27,0,0,4,31
1367740,963803,2020-06-09,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,3,35
1367748,971385,2020-07-16,Assembly,"Assembly Governmental Employees Committee: Favorable refer to committee Ways and Means",14,0,0,0,14
1367748,971906,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",22,10,0,2,34
1367748,973104,2020-07-22,Assembly,"Assembly Rules Committee: Favorable",29,0,0,1,30
1367823,972299,2020-07-20,Senate,"Senate Local Government Committee Vote",5,2,0,0,7
1367823,973356,2020-07-22,Senate,"Senate Rules Committee Vote",15,4,0,0,19
1367873,973252,2020-07-22,Senate,"Senate Rules Committee Vote",13,6,0,0,19
1367873,973662,2020-07-23,Senate,"Senate Floor Vote - Final Passage",42,18,0,0,60
1367873,973663,2020-07-23,Assembly,"Assembly Floor Vote - Final Passage",90,51,0,4,145
1368186,972694,2020-07-20,Senate,"Senate Health Committee Vote",14,0,0,1,15
1368186,974082,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368186,974083,2020-07-23,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1368196,970810,2020-07-13,Assembly,"Assembly Health Committee: Favorable refer to committee Rules",24,0,0,2,26
1368196,972541,2020-07-21,Assembly,"Assembly Rules Committee: Favorable",26,0,0,4,30
1368196,973438,2020-07-23,Assembly,"Assembly Floor Vote - Final Passage",140,2,0,3,145
1368196,973720,2020-07-23,Senate,"Senate Floor Vote - Final Passage",56,4,0,0,60
1368200,970866,2020-07-13,Assembly,"Assembly Economic Development Committee: Favorable refer to committee Ways and Means",24,0,0,1,25
1368200,971901,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,2,34
1368200,972185,2020-07-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,3,30
1368200,972721,2020-07-21,Assembly,"Assembly Floor Vote - Final Passage",142,0,0,3,145
1368209,971299,2020-07-15,Assembly,"Assembly Social Services Committee: Favorable refer to committee Ways and Means",17,0,0,0,17
1368209,971867,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,2,34
1368209,972573,2020-07-21,Assembly,"Assembly Rules Committee: Favorable",26,0,0,4,30
1368209,973183,2020-07-22,Assembly,"Assembly Floor Vote - Final Passage",142,0,0,3,145
1368209,973410,2020-07-22,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1368217,972315,2020-07-20,Senate,"Senate Agriculture Committee Vote",9,0,0,0,9
1368217,972933,2020-07-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1368217,973888,2020-07-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1368217,973889,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1368256,972971,2020-07-20,Senate,"Senate Health Committee Vote",13,1,0,1,15
1368256,973322,2020-07-22,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1368256,973615,2020-07-23,Senate,"Senate Floor Vote - Final Passage",55,5,0,0,60
1368262,972692,2020-07-21,Senate,"Senate Elections Committee Vote",6,1,0,0,7
1368262,973213,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368262,973597,2020-07-22,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1368273,972639,2020-07-20,Senate,"Senate Children and Families Committee Vote",7,0,0,0,7
1368273,972640,2020-07-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1368275,972930,2020-07-20,Senate,"Senate Health Committee Vote",14,0,0,1,15
1368275,973581,2020-07-22,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1368275,973949,2020-07-21,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1368276,971703,2020-07-16,Assembly,"Assembly Local Governments Committee: Favorable refer to committee Ways and Means",18,1,0,1,20
1368276,971763,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",30,2,0,2,34
1368276,972871,2020-07-22,Assembly,"Assembly Rules Committee: Favorable",29,0,0,1,30
1368287,972918,2020-07-20,Senate,"Senate Investigations and Government Operations Committee Vote",6,0,0,0,6
1368287,973598,2020-07-22,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1368287,973929,2020-07-21,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368293,970883,2020-07-13,Assembly,"Assembly Children And Families Committee: Favorable refer to committee Codes",13,2,0,1,16
1368293,971861,2020-07-17,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",15,6,0,1,22
1368310,972430,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1368423,972622,2020-07-20,Senate,"Senate Investigations and Government Operations Committee Vote",6,0,0,0,6
1368423,973271,2020-07-22,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1368423,973683,2020-07-22,Senate,"Senate Floor Vote - Final Passage",56,4,0,0,60
1368426,964672,2020-06-10,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1368426,965339,2020-06-10,Assembly,"Assembly Floor Vote - Final Passage",132,12,0,3,147
1368426,966233,2020-06-09,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368438,964585,2020-06-10,Assembly,"Assembly Rules Committee: Favorable",28,0,0,3,31
1368438,964586,2020-06-10,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,0,0,4,35
1368441,970884,2020-07-13,Assembly,"Assembly Children And Families Committee: Favorable refer to committee Ways and Means",12,3,0,1,16
1368441,971896,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",28,4,0,2,34
1368441,972734,2020-07-22,Assembly,"Assembly Rules Committee: Favorable",24,1,0,5,30
1368462,964556,2020-06-10,Assembly,"Assembly Rules Committee: Favorable",28,0,0,3,31
1368462,964557,2020-06-10,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,0,0,4,35
1368471,964545,2020-06-10,Assembly,"Assembly Rules Committee: Favorable",28,0,0,3,31
1368471,964546,2020-06-10,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,0,0,4,35
1368471,965285,2020-06-10,Assembly,"Assembly Floor Vote - Final Passage",144,0,0,3,147
1368471,973549,2020-07-22,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1368482,964541,2020-06-10,Assembly,"Assembly Rules Committee: Favorable",28,0,0,3,31
1368482,964542,2020-06-10,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,0,0,4,35
1368558,964107,2020-06-09,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1368558,964729,2020-06-09,Assembly,"Assembly Floor Vote - Final Passage",143,1,0,3,147
1368558,966324,2020-05-28,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368558,966325,2020-06-08,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1368558,966326,2020-06-08,Senate,"Senate Investigations and Government Operations Committee Vote",7,0,0,0,7
1368576,964084,2020-06-09,Senate,"Senate Floor Vote - Final Passage",61,1,0,0,62
1368576,964638,2020-06-08,Senate,"Senate Commerce, Economic Development and Small Business Committee Vote",9,0,0,0,9
1368576,966203,2020-06-08,Senate,"Senate Commerce, Economic Development and Small Business Committee Vote",9,0,0,0,9
1368643,964073,2020-06-09,Senate,"Senate Floor Vote - Final Passage",60,2,0,0,62
1368643,965407,2020-06-10,Assembly,"Assembly Floor Vote - Final Passage",144,0,0,3,147
1368643,966303,2020-05-28,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368643,966304,2020-06-08,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1368648,973494,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1368648,973820,2020-07-20,Senate,"Senate Transportation Committee Vote",15,0,0,0,15
1368648,973821,2020-07-21,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368665,964176,2020-06-09,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1368665,966301,2020-05-28,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1368665,966302,2020-06-08,Senate,"Senate Transportation Committee Vote",15,0,0,0,15
1368689,964563,2020-06-10,Assembly,"Assembly Rules Committee: Favorable",28,0,0,3,31
1368689,964564,2020-06-10,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,0,0,4,35
1368692,972875,2020-07-22,Assembly,"Assembly Rules Committee: Favorable",27,2,0,1,30
1368692,972876,2020-07-22,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",22,10,0,2,34
1368699,964612,2020-06-10,Assembly,"Assembly Rules Committee: Favorable",28,0,0,3,31
1368699,964613,2020-06-10,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",30,1,0,4,35
1368699,965399,2020-06-10,Assembly,"Assembly Floor Vote - Final Passage",143,1,0,3,147
1368699,973545,2020-07-23,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1368718,971704,2020-07-16,Assembly,"Assembly Real Property Taxation Committee: Favorable refer to committee Ways and Means",10,0,0,0,10
1368718,971757,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,2,34
1368718,973099,2020-07-22,Assembly,"Assembly Rules Committee: Favorable",29,0,0,1,30
1368727,970855,2020-07-13,Assembly,"Assembly Agriculture Committee: Favorable refer to committee Ways and Means",19,0,0,2,21
1368727,971877,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,2,34
1368727,972210,2020-07-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,3,30
1368727,972738,2020-07-21,Assembly,"Assembly Floor Vote - Final Passage",142,0,0,3,145
1368727,973526,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1368728,966084,2020-06-08,Senate,"Senate Floor Vote - Final Passage",56,6,0,0,62
1368728,967209,2020-05-28,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1368729,963481,2020-06-08,Senate,"Senate Floor Vote - Final Passage",59,3,0,0,62
1368729,963482,2020-06-08,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",16,5,0,1,22
1368729,963483,2020-06-08,Assembly,"Assembly Rules Committee: Favorable",22,4,0,5,31
1368729,963681,2020-06-08,Assembly,"Assembly Floor Vote - Final Passage",105,39,0,3,147
1368731,963489,2020-06-08,Senate,"Senate Floor Vote - Final Passage",60,2,0,0,62
1368731,963490,2020-06-08,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",16,5,0,1,22
1368731,963491,2020-06-08,Assembly,"Assembly Rules Committee: Favorable",23,3,0,5,31
1368731,963680,2020-06-08,Assembly,"Assembly Floor Vote - Final Passage",100,44,0,3,147
1368734,964202,2020-06-09,Senate,"Senate Floor Vote - Final Passage",61,1,0,0,62
1368734,964555,2020-06-09,Assembly,"Assembly Floor Vote - Final Passage",142,2,0,3,147
1368734,966246,2020-05-28,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368734,966247,2020-06-08,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1368735,972422,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1368735,972627,2020-07-21,Senate,"Senate Finance Committee Vote",22,1,0,0,23
1368735,974001,2020-07-22,Senate,"Senate Floor Vote - Final Passage",56,4,0,0,60
1368735,974002,2020-07-22,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1368737,964139,2020-06-09,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1368737,966208,2020-05-28,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1368737,966539,2020-06-08,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1368738,963391,2020-06-08,Assembly,"Assembly Governmental Operations Committee: Favorable refer to committee Codes",11,3,0,0,14
1368738,963475,2020-06-08,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",15,6,0,1,22
1368738,963476,2020-06-08,Assembly,"Assembly Rules Committee: Favorable",19,7,0,5,31
1368739,964235,2020-06-09,Senate,"Senate Floor Vote - Final Passage",40,22,0,0,62
1368739,964499,2020-06-09,Assembly,"Assembly Floor Vote - Final Passage",101,43,0,3,147
1368739,967011,2020-05-28,Senate,"Senate Rules Committee Vote",15,4,0,0,19
1368769,972339,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1368769,973851,2020-07-21,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368769,973852,2020-07-22,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1368781,972698,2020-07-20,Senate,"Senate Health Committee Vote",14,0,0,1,15
1368781,974087,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368781,974088,2020-07-23,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1368849,972347,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1368849,973908,2020-07-21,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368849,973909,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1368904,972401,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1368904,974004,2020-07-22,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1368904,974005,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368917,972424,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1368917,974044,2020-07-22,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1368917,974045,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368931,972628,2020-07-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1368931,973319,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368931,974198,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368931,974199,2020-07-23,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1368946,972428,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1368946,973278,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1368946,973391,2020-07-23,Assembly,"Assembly Floor Vote - Final Passage",139,2,0,4,145
1368946,973689,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1368955,972459,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1368955,974028,2020-07-22,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1368955,974029,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1369103,964897,2020-06-10,Senate,"Senate Floor Vote - Final Passage",42,20,0,0,62
1369103,965295,2020-06-10,Assembly,"Assembly Floor Vote - Final Passage",121,23,0,3,147
1369103,966254,2020-06-09,Senate,"Senate Rules Committee Vote",12,7,0,0,19
1369137,964693,2020-06-10,Assembly,"Assembly Rules Committee: Favorable",21,7,0,3,31
1369137,964694,2020-06-10,Assembly,"Assembly Rules Committee: Favorable",21,7,0,3,31
1369137,964695,2020-06-10,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",22,9,0,4,35
1369144,972629,2020-07-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1369144,974013,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1369144,974014,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1369150,972630,2020-07-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1369150,974020,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1369150,974021,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1369155,972647,2020-07-21,Senate,"Senate Finance Committee Vote",22,1,0,0,23
1369155,974034,2020-07-21,Senate,"Senate Finance Committee Vote",22,1,0,0,23
1369155,974035,2020-07-22,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1369155,974036,2020-07-22,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1369220,973328,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1369220,973487,2020-07-22,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1369220,973815,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1369239,972900,2020-07-22,Assembly,"Assembly Rules Committee: Favorable",22,7,0,1,30
1369239,972901,2020-07-22,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",15,6,0,1,22
1369262,971054,2020-07-14,Assembly,"Assembly Higher Education Committee: Favorable refer to committee Rules",25,0,0,0,25
1369262,972571,2020-07-21,Assembly,"Assembly Rules Committee: Favorable",26,0,0,4,30
1369262,973128,2020-07-22,Assembly,"Assembly Floor Vote - Final Passage",142,0,0,3,145
1369262,973685,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1369268,971650,2020-07-16,Assembly,"Assembly Governmental Operations Committee: Favorable refer to committee Rules",13,1,0,0,14
1369268,972164,2020-07-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,3,30
1369268,973386,2020-07-22,Assembly,"Assembly Floor Vote - Final Passage",142,0,0,3,145
1369268,973733,2020-07-23,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1369270,970843,2020-07-13,Assembly,"Assembly Mental Health Committee: Favorable refer to committee Ways and Means",13,0,0,0,13
1369270,971727,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,1,0,2,34
1369270,972162,2020-07-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,3,30
1369270,972572,2020-07-21,Assembly,"Assembly Floor Vote - Final Passage",142,0,0,3,145
1369270,973641,2020-07-23,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1369271,971438,2020-07-16,Assembly,"Assembly Real Property Taxation Committee: Favorable refer to committee Ways and Means",10,0,0,0,10
1369271,971886,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,2,34
1369271,972874,2020-07-22,Assembly,"Assembly Rules Committee: Favorable",29,0,0,1,30
1369659,972434,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1369659,974054,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1369659,974055,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1369813,974015,2020-07-20,Senate,"Senate Transportation Committee Vote",15,0,0,0,15
1369813,974016,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1369813,974017,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1369848,972431,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1369848,973351,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1369848,973513,2020-07-22,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1370194,972328,2020-07-20,Senate,"Senate Agriculture Committee Vote",9,0,0,0,9
1370194,973975,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1370194,973976,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1370200,972679,2020-07-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1370200,973272,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1370200,973734,2020-07-23,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1370200,973988,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1370222,973776,2020-07-20,Senate,"Senate Judiciary Committee Vote",12,3,0,0,15
1370222,973978,2020-07-21,Senate,"Senate Rules Committee Vote",16,3,0,0,19
1370225,972668,2020-07-20,Senate,"Senate Civil Service and Pensions Committee Vote",7,0,0,0,7
1370225,972669,2020-07-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1370225,973344,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1370225,973504,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1370440,971427,2020-07-16,Assembly,"Assembly Local Governments Committee: Favorable refer to committee Ways and Means",18,1,0,1,20
1370440,971833,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",25,7,0,2,34
1370440,972566,2020-07-21,Assembly,"Assembly Rules Committee: Favorable",26,0,0,4,30
1370440,973137,2020-07-22,Assembly,"Assembly Floor Vote - Final Passage",126,16,0,3,145
1370440,973697,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1370467,971432,2020-07-16,Assembly,"Assembly Transportation Committee: Favorable refer to committee Ways and Means",22,0,0,2,24
1370467,971890,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,2,34
1370467,972216,2020-07-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,3,30
1370467,972610,2020-07-21,Assembly,"Assembly Floor Vote - Final Passage",142,0,0,3,145
1370467,973694,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1370504,974108,2020-07-20,Senate,"Senate Judiciary Committee Vote",15,0,0,0,15
1370504,974109,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1370504,974110,2020-07-23,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1370693,972442,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1370693,974008,2020-07-22,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1370693,974009,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1370714,972660,2020-07-20,Senate,"Senate Health Committee Vote",14,0,0,1,15
1370714,974090,2020-07-22,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1370714,974091,2020-07-23,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1370730,972423,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1370730,974040,2020-07-22,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1370730,974041,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1370778,973360,2020-07-22,Senate,"Senate Rules Committee Vote",15,4,0,0,19
1370778,973539,2020-07-23,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1371077,972676,2020-07-20,Senate,"Senate Labor Committee Vote",12,1,0,0,13
1371077,972677,2020-07-21,Senate,"Senate Finance Committee Vote",22,1,0,0,23
1371077,973309,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1371077,973428,2020-07-24,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,4,145
1371077,973623,2020-07-23,Senate,"Senate Floor Vote - Final Passage",58,2,0,0,60
1371394,973335,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1371394,973713,2020-07-23,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1371394,974003,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1371432,970827,2020-07-13,Assembly,"Assembly Mental Health Committee: Favorable refer to committee Ways and Means",13,0,0,0,13
1371432,972841,2020-07-22,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,2,34
1371432,973081,2020-07-22,Assembly,"Assembly Rules Committee: Favorable",29,0,0,1,30
1371432,973610,2020-07-23,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,4,145
1371471,970985,2020-07-13,Assembly,"Assembly Economic Development Committee: Favorable refer to committee Rules",24,0,0,1,25
1371496,971228,2020-07-15,Assembly,"Assembly Labor Committee: Favorable refer to committee Rules",25,0,0,3,28
1371496,972793,2020-07-21,Assembly,"Assembly Rules Committee: Favorable",26,0,0,4,30
1371496,973158,2020-07-22,Assembly,"Assembly Floor Vote - Final Passage",140,2,0,3,145
1371496,973653,2020-07-23,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1371500,971293,2020-07-15,Assembly,"Assembly Social Services Committee: Favorable refer to committee Ways and Means",15,2,0,0,17
1371500,971743,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,1,0,2,34
1371500,972582,2020-07-21,Assembly,"Assembly Rules Committee: Favorable",24,2,0,4,30
1371843,973327,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1371843,973481,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1371843,973482,2020-07-23,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,4,145
1371843,973968,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1371847,972377,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1371847,973296,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1371847,973705,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1371862,972421,2020-07-20,Senate,"Senate Higher Education Committee Vote",11,0,0,0,11
1371862,974052,2020-07-22,Senate,"Senate Floor Vote - Final Passage",60,0,0,0,60
1371862,974053,2020-07-22,Senate,"Senate Rules Committee Vote",19,0,0,0,19
